,Cluster1,Cluster2,Cluster3,Cluster4
0,hyp:tok:robes,hyp:tok:dinner,pre:tok:diner,hyp:tok:ladies
1,pre:tok:course,pre:tok:winter,pre:tok:beach,hyp:tok:people
2,hyp:tok:writing,pre:tok:hose,hyp:tok:bank,hyp:tok:mirror
3,hyp:tok:furniture,hyp:tok:conductor,hyp:tok:ears,pre:tok:playing
4,pre:tok:body,hyp:tok:walks,pre:tok:railing,hyp:tok:friends
5,hyp:tok:pushing,hyp:tok:grassy,hyp:tok:rollerblading,hyp:tok:chainsaw
6,pre:tok:photographer,pre:tok:ft,hyp:tok:tennis,hyp:tok:soccer
7,pre:tok:building,pre:tok:group,hyp:tok:dish,hyp:tok:sad
8,hyp:tok:slam,hyp:tok:street,pre:tok:three,pre:tok:running
9,pre:tok:wife,hyp:tok:by,pre:tok:cleaning,hyp:tok:courtyard
10,pre:tok:skateboarding,hyp:tok:kid,hyp:tok:street,hyp:tok:child
11,hyp:tok:terrain,hyp:tok:airport,hyp:tok:skateboarding,hyp:tok:grassy
12,hyp:tok:protecting,hyp:tok:only,pre:tok:for,pre:tok:group
13,hyp:tok:soap,hyp:tok:holding,pre:tok:relax,hyp:tok:bamboo
14,pre:tok:one,pre:tok:dressed,pre:tok:her,hyp:tok:maroon
15,hyp:tok:outfits,hyp:tok:ocean,pre:tok:bench,pre:tok:sitting
16,hyp:tok:half,pre:tok:park,pre:tok:females,hyp:tok:backpacks
17,hyp:tok:fire,hyp:tok:desert,hyp:tok:surf,hyp:tok:surf
18,pre:tok:rescue,hyp:tok:toy,hyp:tok:brushes,hyp:tok:running
19,hyp:tok:onlookers,pre:tok:diaper,hyp:tok:adults,pre:tok:sport
20,hyp:tok:pizza,hyp:tok:least,hyp:tok:nothing,hyp:tok:halloween
21,hyp:tok:enjoy,pre:tok:ballet,hyp:tok:ocean,pre:tok:green
22,hyp:tok:maroon,pre:tok:pick,hyp:tok:brown,hyp:tok:park
23,hyp:tok:desk,pre:tok:steering,hyp:tok:naked,hyp:tok:piano
24,pre:tok:skydiving,hyp:tok:bowling,hyp:tok:upset,pre:tok:park
25,hyp:tok:exercising,hyp:tok:tools,pre:tok:walking,hyp:tok:and
26,hyp:tok:guitarist,hyp:tok:while,hyp:tok:cloudy,pre:tok:are
27,pre:tok:play,hyp:tok:religious,hyp:tok:hillside,hyp:tok:hot
28,hyp:tok:court,hyp:tok:direction,hyp:tok:drinking,hyp:tok:naked
29,pre:tok:dogs,hyp:tok:heels,hyp:tok:creating,hyp:tok:basketball
30,pre:tok:attached,hyp:tok:old,hyp:tok:bowling,hyp:tok:alone
31,hyp:tok:-,hyp:tok:school,hyp:tok:tools,hyp:tok:paddle
32,hyp:tok:science,pre:tok:car,hyp:tok:fishing,pre:tok:football
33,hyp:tok:saw,hyp:tok:he,pre:tok:she,pre:tok:walking
34,pre:tok:masks,pre:tok:from,hyp:tok:move,hyp:tok:obstacle
35,hyp:tok:sidewalk,pre:tok:gentleman,hyp:tok:vegetable,hyp:tok:nobody
36,hyp:tok:bar,pre:tok:motorcyclists,pre:tok:training,hyp:tok:hillside
37,hyp:tok:tattoo,pre:tok:rock,hyp:tok:jogging,oth:overlap:overlap75
38,pre:tok:lake,hyp:tok:teen,pre:tok:laundromat,hyp:tok:shoveling
39,hyp:tok:space,hyp:tok:sleeps,hyp:tok:phone,hyp:tok:shirt
40,pre:tok:background,hyp:tok:women,pre:tok:casual,pre:tok:white
41,hyp:tok:dry,pre:tok:dump,hyp:tok:chasing,hyp:tok:kite
42,pre:tok:next,hyp:tok:some,pre:tok:along,hyp:tok:driving
43,hyp:tok:pig,pre:tok:tunnel,hyp:tok:pots,hyp:tok:neighborhood
44,pre:tok:control,pre:tok:homeless,pre:tok:kite,pre:tok:musicians
45,hyp:tok:sunny,hyp:tok:books,hyp:tok:sleeps,hyp:tok:cuts
46,pre:tok:brown,hyp:tok:audience,hyp:tok:hate,pre:tok:basketball
47,pre:tok:father,hyp:tok:stay,hyp:tok:bicycle,hyp:tok:marathon
48,hyp:tok:wild,hyp:tok:shooting,hyp:tok:chinese,hyp:tok:human
49,pre:tok:together,pre:tok:mall,hyp:tok:sunlight,pre:tok:-
50,hyp:tok:crying,hyp:tok:body,hyp:tok:6,pre:tok:meet
51,pre:tok:picker,hyp:tok:cream,hyp:tok:clock,hyp:tok:belt
52,hyp:tok:control,pre:tok:trampoline,hyp:tok:drives,pre:tok:blue
53,hyp:tok:bass,pre:tok:protecting,pre:tok:ride,hyp:tok:indoors
54,pre:tok:individual,pre:tok:mural,hyp:tok:walking,pre:tok:knife
55,hyp:tok:marathon,hyp:tok:mother,pre:tok:clock,pre:tok:red
56,pre:tok:guitar,hyp:tok:through,hyp:tok:trunks,pre:tok:shoot
57,pre:tok:tie,pre:tok:tea,hyp:tok:formal,hyp:tok:moon
58,hyp:tok:about,pre:tok:swimming,hyp:tok:staircase,hyp:tok:girls
59,pre:tok:leaping,hyp:tok:heading,hyp:tok:with,hyp:tok:wet
60,pre:tok:picking,hyp:tok:water,hyp:tok:humans,hyp:tok:bicycle
61,hyp:tok:suspended,hyp:tok:angry,hyp:tok:scooters,hyp:tok:khaki
