,Cluster1,Cluster2,Cluster3,Cluster4
0,hyp:tok:horses,hyp:tok:poor,hyp:tok:fingers,pre:tok:jockey
1,hyp:tok:suit,hyp:tok:lead,pre:tok:naked,pre:tok:museum
2,hyp:tok:bottom,pre:tok:stunt,hyp:tok:football,hyp:tok:trying
3,pre:tok:shoveling,pre:tok:moon,hyp:tok:young,pre:tok:tips
4,hyp:tok:waters,hyp:tok:skydiving,pre:tok:museum,hyp:tok:least
5,hyp:tok:sandwich,hyp:tok:cliff,pre:tok:6,pre:tok:;
6,hyp:tok:arms,pre:tok:conducting,pre:tok:resting,hyp:tok:mower
7,hyp:tok:while,hyp:tok:unicycle,hyp:tok:trying,hyp:tok:clown
8,pre:tok:laughing,hyp:tok:artwork,hyp:tok:climbs,pre:tok:men
9,hyp:tok:look,hyp:tok:bystanders,hyp:tok:grassy,hyp:tok:without
10,hyp:tok:river,hyp:tok:children,pre:tok:skates,pre:tok:concrete
11,hyp:tok:paddle,hyp:tok:where,hyp:tok:landing,hyp:tok:hugging
12,pre:tok:tools,pre:tok:skateboard,hyp:tok:shirt,hyp:tok:booth
13,pre:tok:toddler,pre:tok:life,hyp:tok:headphones,pre:tok:scarves
14,pre:tok:images,pre:tok:babies,hyp:tok:jerseys,hyp:tok:past
15,hyp:tok:present,hyp:tok:volleyball,hyp:tok:rowing,hyp:tok:sheep
16,pre:tok:match,hyp:tok:!,hyp:tok:knee,hyp:tok:moving
17,hyp:tok:object,hyp:tok:packages,pre:tok:garage,hyp:tok:fixing
18,pre:tok:painted,pre:tok:hikers,hyp:tok:jean,pre:tok:kite
19,hyp:tok:jump,hyp:tok:jumped,pre:tok:like,hyp:tok:curtain
20,hyp:tok:had,hyp:tok:weapons,hyp:tok:sheep,pre:tok:sides
21,hyp:tok:handed,hyp:tok:bath,pre:tok:asian,pre:tok:event
22,pre:tok:someone,pre:tok:yellow,hyp:tok:dogs,hyp:tok:lake
23,pre:tok:skateboard,hyp:tok:paved,pre:tok:flowered,pre:tok:crossing
24,hyp:tok:whose,hyp:tok:waist,hyp:tok:gravel,pre:tok:birthday
25,hyp:tok:holiday,hyp:tok:crane,hyp:tok:favorite,pre:tok:sandals
26,pre:tok:rink,hyp:tok:group,pre:tok:peace,hyp:tok:swim
27,pre:tok:grocery,hyp:tok:into,hyp:tok:tube,hyp:tok:race
