,Cluster1,Cluster2,Cluster3,Cluster4
0,hyp:tok:ocean,hyp:tok:poor,hyp:tok:fingers,hyp:tok:one
1,hyp:tok:outfits,hyp:tok:lead,pre:tok:naked,pre:tok:jockey
2,hyp:tok:lead,pre:tok:instrument,pre:tok:training,pre:tok:museum
3,hyp:tok:suit,pre:tok:moon,pre:tok:museum,pre:tok:tips
4,pre:tok:shoveling,hyp:tok:river,pre:tok:6,hyp:tok:shirt
5,hyp:tok:sandwich,pre:tok:homeless,hyp:tok:trying,hyp:tok:cuts
6,hyp:tok:arms,hyp:tok:cliff,pre:tok:resting,hyp:tok:least
7,pre:tok:asian,pre:tok:conducting,pre:tok:listens,pre:tok:;
8,hyp:tok:rowboat,hyp:tok:unicycle,hyp:tok:climbs,hyp:tok:clown
9,hyp:tok:river,hyp:tok:artwork,hyp:tok:grassy,hyp:tok:halloween
10,hyp:tok:look,hyp:tok:bystanders,hyp:tok:landing,hyp:tok:without
11,hyp:tok:terrain,pre:tok:river,hyp:tok:headphones,pre:tok:concrete
12,hyp:tok:paddle,hyp:tok:where,hyp:tok:rowing,hyp:tok:booth
13,pre:tok:tools,pre:tok:dump,hyp:tok:jerseys,hyp:tok:hugging
14,pre:tok:toddler,hyp:tok:brother,hyp:tok:knee,pre:tok:scarves
15,hyp:tok:chases,pre:tok:skateboard,pre:tok:garage,hyp:tok:past
16,pre:tok:match,pre:tok:life,hyp:tok:jean,hyp:tok:sheep
17,pre:tok:painted,pre:tok:babies,pre:tok:diner,hyp:tok:fixing
18,hyp:tok:jump,hyp:tok:volleyball,pre:tok:like,hyp:tok:dogs
19,hyp:tok:had,hyp:tok:!,hyp:tok:sheep,hyp:tok:neighborhood
20,pre:tok:someone,hyp:tok:packages,pre:tok:kite,pre:tok:kite
21,pre:tok:skateboard,hyp:tok:everyone,hyp:tok:gravel,pre:tok:sides
22,pre:tok:tie,hyp:tok:bath,hyp:tok:edge,pre:tok:event
23,hyp:tok:whose,hyp:tok:heading,pre:tok:moon,pre:tok:moon
24,hyp:tok:holiday,pre:tok:yellow,hyp:tok:favorite,pre:tok:crossing
25,pre:tok:rink,hyp:tok:paved,pre:tok:doctors,pre:tok:birthday
26,pre:tok:grocery,hyp:tok:waist,pre:tok:injured,pre:tok:sandals
27,hyp:tok:!,hyp:tok:crane,pre:tok:peace,hyp:tok:paddle
28,hyp:tok:packages,hyp:tok:balance,hyp:tok:tube,hyp:tok:swim
29,hyp:tok:laundromat,hyp:tok:barefoot,hyp:tok:down,hyp:tok:balding
30,hyp:tok:various,hyp:tok:greyhounds,pre:tok:motorcycles,pre:tok:golfer
31,hyp:tok:roller,hyp:tok:group,hyp:tok:bare,hyp:tok:new
32,pre:tok:candy,hyp:tok:into,hyp:tok:ears,hyp:tok:walkway
33,pre:tok:curb,hyp:tok:tools,pre:tok:sandals,pre:tok:going
34,hyp:tok:denim,hyp:tok:by,pre:tok:get,hyp:tok:story
35,pre:tok:couple,hyp:tok:rollerblading,pre:tok:staring,pre:tok:musicians
36,pre:tok:performs,hyp:tok:strike,hyp:tok:full,pre:tok:shelter
37,hyp:tok:truck,pre:tok:below,pre:tok:knife,hyp:tok:event
38,hyp:tok:slam,hyp:tok:tea,hyp:tok:sound,pre:tok:sleeping
39,hyp:tok:dishes,hyp:tok:model,hyp:tok:selling,hyp:tok:surfboard
40,hyp:tok:tiles,pre:tok:enjoys,hyp:tok:boys,hyp:tok:addressing
41,pre:tok:rowing,pre:tok:mural,pre:tok:golfer,pre:tok:league
42,hyp:tok:case,pre:tok:muddy,hyp:tok:train,hyp:tok:mural
43,hyp:tok:balance,pre:tok:else,hyp:tok:chases,pre:tok:buy
44,pre:tok:multiple,pre:tok:sound,hyp:tok:pointed,hyp:tok:wet
45,hyp:tok:coffee,hyp:tok:chat,pre:tok:going,pre:tok:glasses
46,hyp:tok:greyhound,pre:tok:walked,hyp:tok:feet,hyp:tok:bowl
47,hyp:tok:helmet,pre:tok:church,pre:tok:images,pre:tok:gentlemen
48,pre:tok:smile,hyp:tok:device,hyp:tok:surrounded,pre:tok:airport
49,hyp:tok:some,pre:tok:win,hyp:tok:whilst,pre:tok:meet
50,hyp:tok:boat,pre:tok:shark,hyp:tok:unicycle,hyp:tok:swing
51,pre:tok:pots,hyp:tok:heels,hyp:tok:lost,pre:tok:auditorium
52,hyp:tok:robe,hyp:tok:up,hyp:tok:present,pre:tok:laboratory
53,hyp:tok:lime,pre:tok:competition,hyp:tok:cloudy,hyp:tok:backpacks
54,hyp:tok:rival,hyp:tok:books,hyp:tok:tops,pre:tok:live
55,pre:tok:rowboat,hyp:tok:swimsuit,pre:tok:league,hyp:tok:different
56,hyp:tok:filled,hyp:tok:clothes,hyp:tok:pet,hyp:tok:fighting
57,hyp:tok:tea,hyp:tok:angry,pre:tok:act,pre:tok:yoga
