,Cluster1,Cluster2,Cluster3,Cluster4
0,hyp:tok:outfits,hyp:tok:poor,hyp:tok:fingers,hyp:tok:one
1,hyp:tok:bottom,pre:tok:stunt,pre:tok:naked,pre:tok:jockey
2,pre:tok:shoveling,pre:tok:instrument,pre:tok:training,pre:tok:museum
3,hyp:tok:waters,pre:tok:moon,hyp:tok:young,pre:tok:water
4,hyp:tok:arms,hyp:tok:river,pre:tok:museum,hyp:tok:trying
5,pre:tok:asian,pre:tok:homeless,pre:tok:6,hyp:tok:grassy
6,pre:tok:laughing,hyp:tok:skydiving,pre:tok:resting,pre:tok:tips
7,hyp:tok:look,hyp:tok:office,pre:tok:listens,pre:tok:than
8,hyp:tok:terrain,hyp:tok:complete,hyp:tok:headphones,hyp:tok:least
9,pre:tok:tools,pre:tok:conducting,pre:tok:skates,pre:tok:;
10,pre:tok:toddler,hyp:tok:bystanders,hyp:tok:rowing,hyp:tok:mower
11,hyp:tok:identical,hyp:tok:artwork,hyp:tok:jerseys,hyp:tok:clown
12,pre:tok:book,hyp:tok:children,pre:tok:garage,hyp:tok:without
13,pre:tok:images,hyp:tok:where,hyp:tok:jean,pre:tok:concrete
14,hyp:tok:object,pre:tok:dump,pre:tok:diner,hyp:tok:hugging
15,pre:tok:match,pre:tok:skateboard,pre:tok:like,hyp:tok:booth
16,pre:tok:painted,pre:tok:life,hyp:tok:sheep,pre:tok:scarves
17,hyp:tok:jump,pre:tok:babies,pre:tok:asian,hyp:tok:past
18,hyp:tok:had,hyp:tok:volleyball,hyp:tok:dogs,hyp:tok:sheep
19,pre:tok:someone,hyp:tok:!,hyp:tok:black,hyp:tok:fixing
20,pre:tok:skateboard,pre:tok:hikers,pre:tok:flowered,hyp:tok:neighborhood
21,hyp:tok:fire,hyp:tok:weapons,hyp:tok:gravel,pre:tok:kite
22,pre:tok:tie,hyp:tok:bath,hyp:tok:while,pre:tok:sides
23,hyp:tok:whose,hyp:tok:heading,hyp:tok:edge,hyp:tok:lake
24,hyp:tok:holiday,hyp:tok:paved,pre:tok:moon,pre:tok:crossing
25,pre:tok:rink,hyp:tok:waist,hyp:tok:favorite,pre:tok:birthday
26,pre:tok:grocery,hyp:tok:group,pre:tok:injured,hyp:tok:paddle
