cluster,neuron,feature,category,category_fine,iou,feature_length,w_entail,w_neutral,w_contra
4,0,((((hyp:tok:bed OR pre:tok:playing) OR hyp:tok:naked) AND (NOT oth:overlap:overlap50)) OR hyp:tok:cat),((((hyp OR pre) OR hyp) AND (NOT oth)) OR hyp),((((hyp:tok OR pre:tok) OR hyp:tok) AND (NOT oth:overlap)) OR hyp:tok),0.0632279534109817,6,-0.05126699,-0.011029319,0.03706172
4,1,pre:tok:in,pre,pre:tok,0.0,1,0.0047763498,0.0021374722,0.014035168
4,2,pre:tok:in,pre,pre:tok,0.0,1,-0.018900463,-0.018544357,-0.027200084
4,3,pre:tok:in,pre,pre:tok,0.0,1,0.0005738688,-0.0071000154,0.013591588
4,4,pre:tok:in,pre,pre:tok,0.0,1,-0.03327432,0.009516349,0.005223358
4,5,pre:tok:in,pre,pre:tok,0.0,1,-0.01811511,0.01101393,0.029370204
4,6,((((hyp:tok:tall OR hyp:tok:very) OR hyp:tok:halloween) OR pre:tok:husky) OR pre:tok:landing),((((hyp OR hyp) OR hyp) OR pre) OR pre),((((hyp:tok OR hyp:tok) OR hyp:tok) OR pre:tok) OR pre:tok),0.17727272727272728,5,-0.117053725,-0.04089173,0.095373355
4,7,pre:tok:in,pre,pre:tok,0.0,1,-0.017232083,-0.0118125025,0.0006597078
4,8,((((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:after) AND (NOT pre:tok:at)) OR hyp:tok:sister),((((hyp OR hyp) OR hyp) AND (NOT pre)) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)) OR hyp:tok),0.1490015360983103,6,-0.07774828,-0.0991498,0.17244598
4,9,pre:tok:in,pre,pre:tok,0.0,1,-0.015833614,0.0036869862,-0.023049906
4,10,pre:tok:in,pre,pre:tok,0.0,1,0.0028073362,-0.018211966,0.020593844
4,11,pre:tok:in,pre,pre:tok,0.0,1,-0.039270308,0.0039053678,-0.08502867
4,12,pre:tok:in,pre,pre:tok,0.0,1,-0.024181386,-0.03282292,-0.013928587
4,13,pre:tok:in,pre,pre:tok,0.0,1,0.00069109304,-0.022033479,-0.039120488
4,14,pre:tok:in,pre,pre:tok,0.0,1,0.015123305,0.0017837533,-0.029876685
