cluster,neuron,feature,category,category_fine,iou,feature_length,w_entail,w_neutral,w_contra
4,0,((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:eating) OR hyp:tok:sits) OR hyp:tok:alone),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.12802768166089964,5,-0.055937767,0.018641746,0.01628189
4,1,pre:tok:in,pre,pre:tok,0.0,1,0.0047763498,0.0021374722,0.014035168
4,2,pre:tok:in,pre,pre:tok,0.0,1,-0.028240746,-0.018325444,-0.01801046
4,3,pre:tok:in,pre,pre:tok,0.0,1,0.0005738688,-0.0071000154,0.013591588
4,4,pre:tok:in,pre,pre:tok,0.0,1,-0.03327432,0.009516349,0.005223358
4,5,pre:tok:in,pre,pre:tok,0.0,1,-0.01811511,0.01101393,0.029370204
4,6,((((NOT hyp:tok:band) AND (hyp:tok:tall OR pre:tok:band)) AND (NOT hyp:tok:are)) OR hyp:tok:halloween),((((NOT hyp) AND (hyp OR pre)) AND (NOT hyp)) OR hyp),((((NOT hyp:tok) AND (hyp:tok OR pre:tok)) AND (NOT hyp:tok)) OR hyp:tok),0.14814814814814814,7,-0.11033893,-0.09082237,0.14378536
4,7,pre:tok:in,pre,pre:tok,0.0,1,-0.017232083,-0.0118125025,0.0006597078
4,8,((((hyp:tok:sister OR hyp:tok:tall) OR hyp:tok:marathon) OR hyp:tok:wedding) AND (NOT pre:tok:black)),((((hyp OR hyp) OR hyp) OR hyp) AND (NOT pre)),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) AND (NOT pre:tok)),0.12582781456953643,6,-0.03265935,-0.08659011,0.13874623
4,9,pre:tok:in,pre,pre:tok,0.0,1,-0.015833614,0.0036869862,-0.023049906
4,10,pre:tok:in,pre,pre:tok,0.0,1,0.026105339,0.008309716,-0.005927887
4,11,pre:tok:in,pre,pre:tok,0.0,1,-0.039270308,0.0039053678,-0.08502867
4,12,(hyp:tok:wearing AND pre:tok:skydiving),(hyp AND pre),(hyp:tok AND pre:tok),0.5,2,-0.010857768,0.053944882,-0.092897706
4,13,pre:tok:in,pre,pre:tok,0.0,1,0.00069109304,-0.022033479,-0.039120488
4,14,pre:tok:in,pre,pre:tok,0.0,1,0.015123305,0.0017837533,-0.029876685
4,15,((((NOT oth:overlap:overlap50) AND (hyp:tok:sitting AND pre:tok:people)) AND (NOT pre:tok:front)) OR hyp:tok:campfire),((((NOT oth) AND (hyp AND pre)) AND (NOT pre)) OR hyp),((((NOT oth:overlap) AND (hyp:tok AND pre:tok)) AND (NOT pre:tok)) OR hyp:tok),0.20833333333333334,7,-0.06792077,-0.11749734,0.11242453
4,16,((((hyp:tok:for OR hyp:tok:outside) OR hyp:tok:outdoors) OR hyp:tok:while) OR hyp:tok:olympics),((((hyp OR hyp) OR hyp) OR hyp) OR hyp),((((hyp:tok OR hyp:tok) OR hyp:tok) OR hyp:tok) OR hyp:tok),0.11332904056664521,5,-0.008522813,0.06395146,-0.083370544
4,17,pre:tok:in,pre,pre:tok,0.0,1,0.028138109,-0.115899324,0.14133422
4,18,pre:tok:in,pre,pre:tok,0.0,1,-0.019470567,0.000523566,0.009931134
4,19,(hyp:tok:boy AND pre:tok:onlookers),(hyp AND pre),(hyp:tok AND pre:tok),1.0,2,-0.17056617,0.12634161,0.021921223
4,20,pre:tok:in,pre,pre:tok,0.0,1,-0.047685917,0.014887502,-0.0166224
4,21,(((hyp:tok:elephant OR pre:tok:pet) AND pre:tok:side) AND hyp:tok:is),(((hyp OR pre) AND pre) AND hyp),(((hyp:tok OR pre:tok) AND pre:tok) AND hyp:tok),0.25,4,-0.18474548,0.025799483,-0.032936018
4,22,((((hyp:tok:camouflage OR pre:tok:boyfriend) AND hyp:tok:man) OR pre:tok:tiles) AND hyp:tok:man),((((hyp OR pre) AND hyp) OR pre) AND hyp),((((hyp:tok OR pre:tok) AND hyp:tok) OR pre:tok) AND hyp:tok),0.2,5,-0.086491644,-0.072895184,0.080080755
4,23,pre:tok:in,pre,pre:tok,0.0,1,-0.037423514,0.0160841,-0.03406906
4,24,pre:tok:in,pre,pre:tok,0.0,1,-0.015223513,-0.0063256756,-0.005850327
4,25,pre:tok:in,pre,pre:tok,0.0,1,-0.02679691,0.03867717,-0.004318475
4,26,pre:tok:in,pre,pre:tok,0.0,1,-0.003588027,-0.0051038344,-0.02752106
4,27,pre:tok:in,pre,pre:tok,0.0,1,-0.0054546325,0.005149454,-0.0055750064
4,28,pre:tok:in,pre,pre:tok,0.0,1,0.06212638,-0.032673266,-0.0886173
4,29,pre:tok:in,pre,pre:tok,0.0,1,-0.016837265,0.0015504936,-0.005478695
4,30,pre:tok:in,pre,pre:tok,0.0,1,0.013579237,0.008185605,0.01947304
4,31,pre:tok:in,pre,pre:tok,0.0,1,-0.1338921,-0.04363826,0.046884455
4,32,pre:tok:in,pre,pre:tok,0.0,1,-0.017161598,-0.017362177,0.014250665
4,33,pre:tok:in,pre,pre:tok,0.0,1,-0.02569689,-0.020733181,-0.014042376
4,34,pre:tok:in,pre,pre:tok,0.0,1,-0.04518038,0.027971389,-0.00947782
4,35,pre:tok:in,pre,pre:tok,0.0,1,-0.062931135,-0.008127859,0.048144564
4,36,pre:tok:in,pre,pre:tok,0.0,1,-0.08270176,0.0022155656,0.0072359904
4,37,(hyp:tok:swimming AND pre:tok:poker),(hyp AND pre),(hyp:tok AND pre:tok),0.5,2,-0.09272164,0.17449756,-0.1893218
4,38,((NOT pre:tok:in) AND hyp:tok:blouse),((NOT pre) AND hyp),((NOT pre:tok) AND hyp:tok),0.5,3,-0.008570064,0.07256062,-0.019796487
4,39,(((hyp:tok:nobody AND pre:tok:over) OR pre:tok:wrench) AND hyp:tok:has),(((hyp AND pre) OR pre) AND hyp),(((hyp:tok AND pre:tok) OR pre:tok) AND hyp:tok),0.42857142857142855,4,-0.19131002,-0.06484574,0.10429993
4,40,(hyp:tok:man AND pre:tok:skydiving),(hyp AND pre),(hyp:tok AND pre:tok),0.3333333333333333,2,0.021118522,0.10139407,-0.17172383
4,41,pre:tok:in,pre,pre:tok,0.0,1,-0.04138011,0.05801291,-0.030987406
4,42,pre:tok:in,pre,pre:tok,0.0,1,-0.0020226776,-0.065245084,0.0029773572
4,43,pre:tok:in,pre,pre:tok,0.0,1,0.05056345,0.037032012,-0.08811786
4,44,pre:tok:in,pre,pre:tok,0.0,1,0.006612241,-0.06660918,-0.064696595
4,45,(hyp:tok:football AND pre:tok:indoors),(hyp AND pre),(hyp:tok AND pre:tok),1.0,2,-0.11276583,-0.05603754,0.05061444
4,46,pre:tok:in,pre,pre:tok,0.0,1,-0.019136123,-0.0040056366,0.011697231
4,47,pre:tok:in,pre,pre:tok,0.0,1,0.0138225835,0.018448532,0.0113480715
4,48,pre:tok:in,pre,pre:tok,0.0,1,0.013414908,-0.04464621,-0.036819622
4,49,pre:tok:in,pre,pre:tok,0.0,1,-0.052856423,-0.024655763,-0.02181511
4,50,pre:tok:in,pre,pre:tok,0.0,1,-0.07145438,-0.007971685,-0.07157698
4,51,pre:tok:in,pre,pre:tok,0.0,1,0.01562371,0.026281003,0.013415666
4,52,(hyp:tok:with AND pre:tok:pet),(hyp AND pre),(hyp:tok AND pre:tok),0.5,2,-0.051766526,-0.1646835,0.20200135
4,53,pre:tok:in,pre,pre:tok,0.0,1,0.013514537,0.012803634,0.019345026
4,54,pre:tok:in,pre,pre:tok,0.0,1,-0.08550019,0.017264206,-0.07033782
4,55,pre:tok:in,pre,pre:tok,0.0,1,0.00833922,0.020001516,-0.030236812
4,56,pre:tok:in,pre,pre:tok,0.0,1,0.0026214418,-0.0085015455,-0.008195789
4,57,pre:tok:in,pre,pre:tok,0.0,1,-0.010113196,0.0026206197,-0.015361326
4,58,pre:tok:in,pre,pre:tok,0.0,1,0.025987085,-0.055569272,0.01596421
4,59,pre:tok:in,pre,pre:tok,0.0,1,-0.040370405,-0.15623039,0.1195126
4,60,pre:tok:in,pre,pre:tok,0.0,1,0.006267746,0.032048497,-0.010155706
4,61,pre:tok:in,pre,pre:tok,0.0,1,0.06484435,-0.013733801,-0.22834824
4,62,pre:tok:in,pre,pre:tok,0.0,1,0.03103753,-0.024496555,-0.025770273
4,63,pre:tok:in,pre,pre:tok,0.0,1,0.014381575,-0.016392525,-0.048814632
4,64,pre:tok:in,pre,pre:tok,0.0,1,0.00252681,0.00079259474,0.0026084005
4,65,((((NOT hyp:tok:man) AND (hyp:tok:bicycle AND hyp:tok:riding)) AND hyp:tok:is) OR hyp:tok:sleeved),((((NOT hyp) AND (hyp AND hyp)) AND hyp) OR hyp),((((NOT hyp:tok) AND (hyp:tok AND hyp:tok)) AND hyp:tok) OR hyp:tok),0.4117647058823529,6,-0.14614497,-0.13220939,0.18134797
4,66,pre:tok:in,pre,pre:tok,0.0,1,0.033789285,-0.03808392,-0.018338058
4,67,pre:tok:in,pre,pre:tok,0.0,1,-0.13692519,0.13952391,-0.08641897
4,68,pre:tok:in,pre,pre:tok,0.0,1,-0.007609634,-0.0042655533,0.025001679
4,69,pre:tok:in,pre,pre:tok,0.0,1,-0.007861247,0.0061739935,0.0059137563
