,Cluster1,Cluster2,Cluster3,Cluster4
0,pre:tok:younger,pre:tok:ballet,pre:tok:sandwich,pre:tok:play
1,hyp:tok:identical,hyp:tok:skydiving,hyp:tok:happy,hyp:tok:curtain
2,hyp:tok:n't,hyp:tok:airport,hyp:tok:sleep,hyp:tok:mower
3,hyp:tok:jumping,pre:tok:field,hyp:tok:chasing,hyp:tok:nine
4,hyp:tok:crying,hyp:tok:chases,pre:tok:turns,hyp:tok:obstacle
5,hyp:tok:walk,hyp:tok:sofa,pre:tok:napping,pre:tok:-
6,hyp:tok:year,pre:tok:from,hyp:tok:while,hyp:tok:driving
7,pre:tok:beach,hyp:tok:shoot,pre:tok:!,hyp:tok:her
8,pre:tok:night,hyp:tok:grassy,hyp:tok:sofa,pre:tok:water
9,pre:tok:lemons,pre:tok:live,pre:tok:beach,hyp:tok:tv
10,pre:tok:seat,pre:tok:park,pre:tok:traveling,hyp:tok:paddles
11,hyp:tok:shoot,hyp:tok:produce,hyp:tok:kitchen,hyp:tok:inside
12,pre:tok:skate,pre:tok:tee,hyp:tok:chinese,pre:tok:skyline
13,pre:tok:kayak,hyp:tok:shoveling,hyp:tok:their,hyp:tok:has
14,pre:tok:tv,pre:tok:sister,hyp:tok:puddle,hyp:tok:grassy
15,pre:tok:background,pre:tok:hikers,hyp:tok:cats,pre:tok:running
16,hyp:tok:has,hyp:tok:piano,pre:tok:land,pre:tok:knife
17,pre:tok:hanging,hyp:tok:milk,hyp:tok:dog,pre:tok:park
18,pre:tok:army,hyp:tok:teen,pre:tok:playground,pre:tok:helps
19,hyp:tok:among,pre:tok:stringed,hyp:tok:bath,hyp:tok:their
20,hyp:tok:bridal,pre:tok:nutcracker,hyp:tok:6,hyp:tok:bathtub
21,hyp:tok:push,hyp:tok:vehicles,pre:tok:snow,hyp:tok:couch
22,hyp:tok:fire,pre:tok:stage,hyp:tok:clock,hyp:tok:wrapped
23,pre:tok:attempting,hyp:tok:play,hyp:tok:doors,hyp:tok:bus
