,Cluster1,Cluster2,Cluster3,Cluster4
0,pre:tok:native,pre:tok:mall,pre:tok:play,pre:tok:moon
1,hyp:tok:green,hyp:tok:interested,pre:tok:moon,pre:tok:mall
2,hyp:tok:ft,hyp:tok:green,hyp:tok:hate,pre:tok:only
3,hyp:tok:muddy,pre:tok:lane,hyp:tok:bikers,hyp:tok:story
4,pre:tok:lane,hyp:tok:appears,hyp:tok:magazine,pre:tok:older
5,hyp:tok:appears,pre:tok:golden,pre:tok:bicyclists,pre:tok:gym
6,pre:tok:ramp,hyp:tok:group,pre:tok:blanket,pre:tok:cooks
7,pre:tok:low,pre:tok:surf,pre:tok:older,pre:tok:conversation
8,pre:tok:owner,hyp:tok:groom,pre:tok:hit,hyp:tok:jumping
9,hyp:tok:science,pre:tok:tea,pre:tok:cooks,pre:tok:preschool
10,hyp:tok:groom,pre:tok:structure,pre:tok:fetch,pre:tok:parade
11,hyp:tok:soap,hyp:tok:touching,hyp:tok:surrounded,pre:tok:glasses
12,hyp:tok:racing,pre:tok:flipping,hyp:tok:obstacle,pre:tok:daughters
13,hyp:tok:kitchen,hyp:tok:tag,hyp:tok:chases,pre:tok:lunch
14,hyp:tok:protecting,pre:tok:married,hyp:tok:swimsuit,hyp:tok:swimsuit
15,pre:tok:motor,pre:tok:city,hyp:tok:bride,hyp:tok:other
16,hyp:tok:space,pre:tok:playground,hyp:tok:from,hyp:tok:year
17,pre:tok:cute,pre:tok:motorcyclists,hyp:tok:speaking,pre:tok:runner
18,pre:tok:activity,hyp:tok:image,pre:tok:casual,hyp:tok:walkway
19,pre:tok:their,hyp:tok:lamp,pre:tok:bench,pre:tok:vehicles
20,pre:tok:motorcyclists,hyp:tok:dingy,pre:tok:flowers,pre:tok:tips
21,hyp:tok:cross,hyp:tok:bottles,hyp:tok:ring,hyp:tok:bright
22,hyp:tok:lamp,hyp:tok:shooting,hyp:tok:edge,hyp:tok:girls
23,hyp:tok:customer,hyp:tok:heels,hyp:tok:hug,hyp:tok:yarn
24,pre:tok:karate,hyp:tok:television,pre:tok:vehicles,pre:tok:airport
25,pre:tok:driving,pre:tok:heading,pre:tok:funny,hyp:tok:acoustic
26,pre:tok:ready,hyp:tok:wife,hyp:tok:girls,hyp:tok:group
27,hyp:tok:throws,hyp:tok:singing,hyp:tok:yarn,pre:tok:golfer
28,hyp:tok:pretending,hyp:tok:vegetable,hyp:tok:train,hyp:tok:swing
29,hyp:tok:passed,hyp:tok:guitar,hyp:tok:acoustic,hyp:tok:slam
30,pre:tok:gesturing,pre:tok:winter,hyp:tok:runs,hyp:tok:sits
31,hyp:tok:television,pre:tok:flags,pre:tok:heels,pre:tok:birthday
32,hyp:tok:shirt,hyp:tok:outer,pre:tok:set,hyp:tok:stream
33,pre:tok:painted,hyp:tok:costume,pre:tok:surf,hyp:tok:deer
34,hyp:tok:bone,pre:tok:marathon,hyp:tok:groom,pre:tok:tea
35,pre:tok:tank,hyp:tok:barbecue,pre:tok:golfer,pre:tok:background
36,hyp:tok:small,hyp:tok:lead,hyp:tok:rowing,hyp:tok:fixing
37,hyp:tok:derby,hyp:tok:trail,pre:tok:peace,pre:tok:yoga
38,hyp:tok:trip,hyp:tok:paved,hyp:tok:relaxing,pre:tok:dark
39,hyp:tok:bowling,hyp:tok:bystanders,hyp:tok:woods,pre:tok:laboratory
40,hyp:tok:team,hyp:tok:boards,hyp:tok:grassy,hyp:tok:different
41,pre:tok:everywhere,pre:tok:below,hyp:tok:blows,hyp:tok:cool
42,pre:tok:struggling,hyp:tok:turns,pre:tok:knife,pre:tok:live
43,pre:tok:button,hyp:tok:brother,pre:tok:live,pre:tok:remote
44,hyp:tok:suit,pre:tok:strike,pre:tok:pipe,hyp:tok:chinese
45,hyp:tok:lead,hyp:tok:angry,hyp:tok:whilst,hyp:tok:fighting
46,hyp:tok:pick,hyp:tok:handing,hyp:tok:tennis,hyp:tok:push
47,hyp:tok:skirts,pre:tok:see,hyp:tok:international,hyp:tok:skater
48,hyp:tok:boys,hyp:tok:rolled,pre:tok:baby,hyp:tok:international
49,pre:tok:chat,pre:tok:learning,hyp:tok:buggy,pre:tok:word
50,pre:tok:control,pre:tok:relax,hyp:tok:mountain,hyp:tok:eats
51,pre:tok:meet,hyp:tok:hallway,pre:tok:carriage,pre:tok:burning
52,hyp:tok:boards,hyp:tok:books,hyp:tok:denim,hyp:tok:shoveling
