,Cluster1,Cluster2,Cluster3,Cluster4
0,pre:tok:play,hyp:tok:cream,hyp:tok:hate,pre:tok:moon
1,pre:tok:father,pre:tok:mall,pre:tok:rooftop,hyp:tok:and
2,hyp:tok:identical,pre:tok:ballet,hyp:tok:sleep,hyp:tok:obstacle
3,hyp:tok:chasing,hyp:tok:airport,hyp:tok:chasing,pre:tok:lunch
4,hyp:tok:chat,pre:tok:prepare,pre:tok:casual,pre:tok:-
5,hyp:tok:crying,pre:tok:protecting,pre:tok:bench,hyp:tok:driving
6,hyp:tok:tattoo,hyp:tok:while,hyp:tok:edge,hyp:tok:her
7,pre:tok:together,pre:tok:competition,pre:tok:beach,hyp:tok:girls
8,pre:tok:lemons,hyp:tok:religious,hyp:tok:runs,pre:tok:water
9,pre:tok:photographer,hyp:tok:sofa,pre:tok:surf,hyp:tok:grassy
10,hyp:tok:science,pre:tok:from,hyp:tok:blows,pre:tok:running
11,hyp:tok:slam,hyp:tok:traditional,hyp:tok:chinese,pre:tok:knife
12,hyp:tok:soap,pre:tok:swimming,pre:tok:live,pre:tok:live
13,hyp:tok:sidewalk,pre:tok:surf,pre:tok:pipe,pre:tok:park
14,pre:tok:background,pre:tok:traveling,hyp:tok:tennis,hyp:tok:skater
15,hyp:tok:apartment,pre:tok:tea,hyp:tok:buggy,hyp:tok:couch
16,hyp:tok:protecting,hyp:tok:grassy,pre:tok:training,hyp:tok:shoveling
17,hyp:tok:space,pre:tok:park,pre:tok:she,hyp:tok:at
18,pre:tok:lake,hyp:tok:old,pre:tok:cleaning,hyp:tok:nobody
19,pre:tok:arm,pre:tok:ft,hyp:tok:6,hyp:tok:child
20,hyp:tok:fire,hyp:tok:conductor,hyp:tok:tired,pre:tok:green
21,pre:tok:body,pre:tok:dump,hyp:tok:clock,hyp:tok:mirror
22,hyp:tok:lamp,pre:tok:motorcyclists,hyp:tok:walking,pre:tok:football
23,hyp:tok:customer,hyp:tok:image,hyp:tok:phone,hyp:tok:park
24,hyp:tok:onlookers,hyp:tok:teen,pre:tok:person,hyp:tok:piano
25,hyp:tok:pitcher,pre:tok:outside,hyp:tok:vegetable,hyp:tok:chainsaw
26,hyp:tok:6,hyp:tok:kid,hyp:tok:surf,hyp:tok:cuts
27,pre:tok:ready,hyp:tok:shooting,hyp:tok:guitars,pre:tok:than
28,pre:tok:tie,hyp:tok:water,hyp:tok:bowling,pre:tok:white
29,pre:tok:guitar,hyp:tok:heels,pre:tok:corn,hyp:tok:groups
30,hyp:tok:enjoy,hyp:tok:painting,hyp:tok:bank,hyp:tok:nap
31,hyp:tok:terrain,pre:tok:hairnet,hyp:tok:picnic,hyp:tok:shirt
32,hyp:tok:exercising,hyp:tok:he,hyp:tok:pots,hyp:tok:wet
33,pre:tok:courtyard,hyp:tok:bowling,pre:tok:three,pre:tok:as
34,pre:tok:picking,hyp:tok:toy,pre:tok:practice,pre:tok:blue
35,pre:tok:him,pre:tok:too,hyp:tok:down,hyp:tok:kite
36,hyp:tok:bin,hyp:tok:talk,hyp:tok:brown,pre:tok:poker
37,pre:tok:individual,hyp:tok:body,pre:tok:for,hyp:tok:surf
38,hyp:tok:pushing,hyp:tok:stay,hyp:tok:ocean,hyp:tok:guitars
39,pre:tok:gesturing,pre:tok:tunnel,hyp:tok:jogging,hyp:tok:wearing
40,hyp:tok:older,hyp:tok:school,hyp:tok:moving,hyp:tok:bamboo
41,pre:tok:guitars,hyp:tok:by,hyp:tok:with,pre:tok:are
42,pre:tok:rescue,hyp:tok:stroller,pre:tok:laundromat,hyp:tok:stroller
43,hyp:tok:yelling,pre:tok:winter,hyp:tok:scooters,pre:tok:wearing
44,pre:tok:skateboarding,hyp:tok:desert,hyp:tok:brushes,hyp:tok:basketball
45,hyp:tok:guitarist,hyp:tok:falls,hyp:tok:rollerblading,hyp:tok:khaki
46,pre:tok:picker,hyp:tok:walks,pre:tok:railing,pre:tok:basketball
47,pre:tok:jumped,pre:tok:practice,pre:tok:females,pre:tok:sitting
48,hyp:tok:low,hyp:tok:dancers,hyp:tok:ears,hyp:tok:rides
49,hyp:tok:tiles,pre:tok:street,hyp:tok:sandwiches,hyp:tok:belt
50,hyp:tok:dance,hyp:tok:only,hyp:tok:trunks,hyp:tok:bandanna
51,pre:tok:clear,hyp:tok:ocean,pre:tok:along,hyp:tok:with
52,pre:tok:sits,hyp:tok:heading,hyp:tok:staircase,pre:tok:meet
53,hyp:tok:though,hyp:tok:mother,hyp:tok:nothing,hyp:tok:tall
54,pre:tok:near,hyp:tok:angry,hyp:tok:skateboarding,hyp:tok:paddle
55,pre:tok:scale,pre:tok:rock,hyp:tok:dishes,hyp:tok:boy
56,hyp:tok:about,pre:tok:car,hyp:tok:drinking,pre:tok:sport
57,pre:tok:brown,pre:tok:dressed,pre:tok:relax,hyp:tok:soccer
58,hyp:tok:down,pre:tok:hose,hyp:tok:sunlight,hyp:tok:handing
59,hyp:tok:wild,hyp:tok:audience,pre:tok:clock,pre:tok:shoot
60,hyp:tok:seated,hyp:tok:curly,hyp:tok:hillside,pre:tok:cool
61,hyp:tok:house,hyp:tok:instrument,hyp:tok:adults,pre:tok:musicians
62,hyp:tok:goal,hyp:tok:some,hyp:tok:humans,hyp:tok:sad
63,hyp:tok:writing,hyp:tok:direction,hyp:tok:coffee,hyp:tok:alone
64,pre:tok:dogs,hyp:tok:books,pre:tok:'s,pre:tok:injured
65,pre:tok:control,hyp:tok:dinner,hyp:tok:tools,hyp:tok:addressing
66,pre:tok:skydiving,hyp:tok:women,pre:tok:ride,hyp:tok:backpacks
67,pre:tok:goat,hyp:tok:balance,hyp:tok:formal,hyp:tok:human
68,hyp:tok:bar,pre:tok:gentleman,hyp:tok:cloudy,hyp:tok:people
69,pre:tok:asian,hyp:tok:coffee,hyp:tok:upset,oth:overlap:overlap75
70,hyp:tok:step,hyp:tok:tools,hyp:tok:vacation,hyp:tok:some
71,hyp:tok:plane,pre:tok:homeless,hyp:tok:sleeps,hyp:tok:maroon
72,hyp:tok:handing,hyp:tok:blonde,hyp:tok:riding,pre:tok:red
73,hyp:tok:dry,pre:tok:steering,hyp:tok:move,hyp:tok:running
74,hyp:tok:spring,pre:tok:group,hyp:tok:you,hyp:tok:hillside
75,hyp:tok:pizza,pre:tok:mural,hyp:tok:creating,hyp:tok:cute
76,pre:tok:doctors,hyp:tok:stage,pre:tok:diner,pre:tok:skiing
77,hyp:tok:saw,pre:tok:trampoline,hyp:tok:naked,hyp:tok:ladies
78,hyp:tok:desk,pre:tok:river,hyp:tok:yellow,hyp:tok:not
79,pre:tok:t,hyp:tok:sleeps,pre:tok:walking,hyp:tok:neighborhood
80,pre:tok:by,hyp:tok:holding,hyp:tok:street,pre:tok:yarn
81,hyp:tok:hydrant,pre:tok:diaper,hyp:tok:bicycle,hyp:tok:marathon
82,pre:tok:attached,hyp:tok:through,hyp:tok:dish,pre:tok:group
83,hyp:tok:dishes,pre:tok:pick,hyp:tok:drives,hyp:tok:uniformed
84,hyp:tok:half,hyp:tok:street,pre:tok:her,hyp:tok:vacation
85,pre:tok:masks,hyp:tok:least,pre:tok:kite,hyp:tok:moon
86,hyp:tok:spinning,,hyp:tok:fishing,hyp:tok:finished
87,pre:tok:one,,hyp:tok:nine,hyp:tok:halloween
88,hyp:tok:control,,,hyp:tok:naked
89,hyp:tok:maroon,,,pre:tok:playing
90,hyp:tok:suspended,,,hyp:tok:something
91,hyp:tok:outfits,,,hyp:tok:dogs
92,pre:tok:next,,,pre:tok:walking
93,hyp:tok:furniture,,,hyp:tok:bicycle
94,hyp:tok:sweater,,,hyp:tok:friends
95,hyp:tok:court,,,pre:tok:front
96,pre:tok:course,,,hyp:tok:courtyard
97,pre:tok:performs,,,hyp:tok:indoors
98,hyp:tok:room,,,hyp:tok:hot
99,hyp:tok:robes,,,
100,hyp:tok:sunny,,,
101,hyp:tok:marathon,,,
102,hyp:tok:building,,,
103,pre:tok:wife,,,
104,hyp:tok:rowboat,,,
105,hyp:tok:chicken,,,
106,hyp:tok:throw,,,
107,hyp:tok:wheeled,,,
108,hyp:tok:-,,,
109,hyp:tok:family,,,
110,pre:tok:table,,,
111,pre:tok:leaping,,,
112,hyp:tok:through,,,
113,hyp:tok:pig,,,
114,hyp:tok:they,,,
115,pre:tok:building,,,
116,hyp:tok:drives,,,
117,pre:tok:front,,,
118,hyp:tok:bass,,,
