,Cluster1,Cluster2,Cluster3,Cluster4
0,pre:tok:native,hyp:tok:conversation,pre:tok:play,pre:tok:play
1,hyp:tok:green,hyp:tok:green,pre:tok:sandwich,hyp:tok:curtain
2,hyp:tok:ft,hyp:tok:microscope,hyp:tok:football,pre:tok:mall
3,hyp:tok:muddy,pre:tok:lane,hyp:tok:bikers,hyp:tok:mower
4,pre:tok:lane,hyp:tok:appears,hyp:tok:magazine,pre:tok:only
5,pre:tok:low,pre:tok:golden,pre:tok:bicyclists,hyp:tok:story
6,hyp:tok:groom,pre:tok:beach,hyp:tok:happy,hyp:tok:nine
7,pre:tok:army,hyp:tok:group,pre:tok:blanket,pre:tok:gym
8,pre:tok:motor,hyp:tok:groom,pre:tok:older,pre:tok:cooks
9,pre:tok:cute,pre:tok:structure,pre:tok:cooks,pre:tok:conversation
10,hyp:tok:cross,hyp:tok:touching,pre:tok:fetch,pre:tok:preschool
11,hyp:tok:image,pre:tok:flipping,hyp:tok:surrounded,pre:tok:parade
12,pre:tok:cafe,hyp:tok:tag,pre:tok:cigarettes,pre:tok:glasses
13,pre:tok:football,pre:tok:city,hyp:tok:obstacle,pre:tok:daughters
14,hyp:tok:present,pre:tok:playground,pre:tok:napping,hyp:tok:swimsuit
15,pre:tok:karate,hyp:tok:lamp,hyp:tok:from,hyp:tok:other
16,pre:tok:driving,hyp:tok:dingy,hyp:tok:bride,hyp:tok:year
17,hyp:tok:throws,hyp:tok:wet,pre:tok:flowers,pre:tok:runner
18,hyp:tok:pretending,hyp:tok:anything,hyp:tok:speaking,hyp:tok:walkway
19,hyp:tok:passed,hyp:tok:wife,pre:tok:!,pre:tok:vehicles
20,pre:tok:gathering,hyp:tok:singing,hyp:tok:hug,pre:tok:tips
21,hyp:tok:television,hyp:tok:protesting,pre:tok:vehicles,pre:tok:airport
22,hyp:tok:bowls,pre:tok:flags,pre:tok:funny,hyp:tok:yarn
23,hyp:tok:shirt,hyp:tok:costume,hyp:tok:sofa,hyp:tok:acoustic
24,pre:tok:painted,pre:tok:marathon,hyp:tok:girls,hyp:tok:group
25,hyp:tok:bone,hyp:tok:barbecue,hyp:tok:yarn,hyp:tok:paddles
26,pre:tok:tank,hyp:tok:lead,hyp:tok:train,pre:tok:golfer
27,pre:tok:suit,pre:tok:brown,pre:tok:heels,hyp:tok:swing
28,hyp:tok:small,hyp:tok:trail,pre:tok:set,pre:tok:pulled
29,hyp:tok:trip,hyp:tok:5,hyp:tok:rowing,hyp:tok:slam
30,hyp:tok:bowling,hyp:tok:paved,hyp:tok:groom,pre:tok:birthday
31,hyp:tok:team,hyp:tok:jogging,pre:tok:peace,hyp:tok:sits
32,pre:tok:giant,pre:tok:meet,hyp:tok:young,hyp:tok:stream
33,pre:tok:everywhere,hyp:tok:bystanders,pre:tok:traveling,hyp:tok:deer
34,pre:tok:struggling,pre:tok:below,hyp:tok:relaxing,pre:tok:background
35,hyp:tok:outer,hyp:tok:turns,hyp:tok:kitchen,hyp:tok:fixing
36,pre:tok:button,hyp:tok:straight,hyp:tok:woods,pre:tok:skyline
37,hyp:tok:suit,pre:tok:strike,hyp:tok:grassy,pre:tok:yoga
38,hyp:tok:pick,pre:tok:barn,pre:tok:late,pre:tok:dark
39,hyp:tok:skirts,hyp:tok:handing,pre:tok:army,pre:tok:laboratory
40,hyp:tok:boys,hyp:tok:multiple,hyp:tok:pets,hyp:tok:different
41,pre:tok:chat,pre:tok:see,hyp:tok:whilst,hyp:tok:cool
42,pre:tok:meet,hyp:tok:rolled,pre:tok:baby,pre:tok:remote
43,hyp:tok:boards,pre:tok:learning,hyp:tok:mountain,hyp:tok:chinese
44,pre:tok:road,pre:tok:relax,pre:tok:carriage,hyp:tok:fighting
45,hyp:tok:spray,pre:tok:n't,hyp:tok:denim,pre:tok:helps
46,hyp:tok:truck,hyp:tok:hallway,hyp:tok:bus,hyp:tok:their
47,hyp:tok:last,hyp:tok:hillside,hyp:tok:eats,hyp:tok:push
48,hyp:tok:paddle,pre:tok:jet,hyp:tok:mask,hyp:tok:bathtub
49,hyp:tok:mouths,hyp:tok:weapons,hyp:tok:merchandise,hyp:tok:wrapped
50,pre:tok:rowboat,pre:tok:quickly,pre:tok:married,hyp:tok:international
51,hyp:tok:years,pre:tok:creating,hyp:tok:shoveling,hyp:tok:bus
52,hyp:tok:angry,hyp:tok:farmer,hyp:tok:clothing,pre:tok:gymnasium
53,pre:tok:hangs,hyp:tok:animals,hyp:tok:puddle,pre:tok:word
54,pre:tok:looking,hyp:tok:device,pre:tok:land,hyp:tok:eats
55,pre:tok:microphone,hyp:tok:duck,hyp:tok:soup,pre:tok:burning
56,pre:tok:shoot,hyp:tok:you,pre:tok:dirt,pre:tok:liquid
57,pre:tok:dressed,pre:tok:skateboard,pre:tok:playground,hyp:tok:inflatable
58,hyp:tok:directing,pre:tok:walks,hyp:tok:feet,hyp:tok:mask
59,hyp:tok:cafeteria,hyp:tok:naked,hyp:tok:car,pre:tok:propeller
60,pre:tok:jean,hyp:tok:glass,hyp:tok:fingers,pre:tok:gets
61,pre:tok:placing,pre:tok:blocking,pre:tok:eight,hyp:tok:without
62,hyp:tok:stars,hyp:tok:they,hyp:tok:pitcher,hyp:tok:bath
63,pre:tok:climbs,hyp:tok:bicycle,hyp:tok:cars,hyp:tok:safety
64,hyp:tok:trunks,hyp:tok:drives,pre:tok:flowered,pre:tok:sunlight
65,pre:tok:laughing,hyp:tok:tricks,hyp:tok:present,pre:tok:event
66,hyp:tok:horses,hyp:tok:shaped,hyp:tok:climbing,hyp:tok:kid
67,hyp:tok:skate,pre:tok:crib,hyp:tok:landing,pre:tok:stringed
68,pre:tok:folding,hyp:tok:hats,hyp:tok:uses,pre:tok:nutcracker
69,pre:tok:daughter,pre:tok:hits,hyp:tok:!,pre:tok:outside
70,hyp:tok:ledge,pre:tok:moon,hyp:tok:milk,hyp:tok:bottles
71,hyp:tok:some,pre:tok:play,hyp:tok:pet,hyp:tok:waist
72,hyp:tok:bottom,pre:tok:cherry,pre:tok:snow,hyp:tok:upright
73,hyp:tok:garage,hyp:tok:skydiving,hyp:tok:pulled,pre:tok:courtyard
74,hyp:tok:discussing,hyp:tok:backyard,pre:tok:sunset,pre:tok:drums
75,hyp:tok:toothbrush,hyp:tok:swims,hyp:tok:convertible,pre:tok:boardwalk
76,pre:tok:fallen,pre:tok:daughters,hyp:tok:haired,pre:tok:him
77,hyp:tok:jump,hyp:tok:swimsuit,pre:tok:get,pre:tok:dress
78,pre:tok:hot,hyp:tok:sleeved,hyp:tok:doors,pre:tok:husband
79,hyp:tok:duck,pre:tok:airport,pre:tok:husky,hyp:tok:backwards
80,hyp:tok:you,hyp:tok:up,hyp:tok:water,pre:tok:sleeping
81,pre:tok:behind,pre:tok:style,hyp:tok:bows,pre:tok:bucket
82,pre:tok:skateboard,hyp:tok:poor,hyp:tok:sound,pre:tok:stairs
83,hyp:tok:snowy,pre:tok:live,pre:tok:seems,pre:tok:sound
84,pre:tok:design,pre:tok:elephant,hyp:tok:backwards,hyp:tok:beach
85,hyp:tok:competing,pre:tok:word,pre:tok:resting,pre:tok:roller
86,pre:tok:out,hyp:tok:dock,pre:tok:concert,hyp:tok:hoping
87,hyp:tok:bicycle,pre:tok:supermarket,hyp:tok:tan,hyp:tok:stopped
88,pre:tok:hydrant,hyp:tok:mirror,pre:tok:motorcycles,hyp:tok:coat
89,hyp:tok:stuck,hyp:tok:onlookers,hyp:tok:jersey,pre:tok:sandals
90,hyp:tok:rope,hyp:tok:cars,pre:tok:sound,hyp:tok:brushing
91,hyp:tok:ramp,hyp:tok:snowman,pre:tok:performer,pre:tok:six
92,hyp:tok:indoors,pre:tok:shown,pre:tok:staring,hyp:tok:buildings
93,hyp:tok:ground,pre:tok:stringed,hyp:tok:enjoying,hyp:tok:as
94,pre:tok:younger,pre:tok:nutcracker,hyp:tok:shirt,hyp:tok:hugging
95,hyp:tok:wetsuit,hyp:tok:attempt,pre:tok:like,hyp:tok:vegetable
96,hyp:tok:grill,hyp:tok:waist,pre:tok:heading,pre:tok:coat
97,pre:tok:different,pre:tok:courtyard,pre:tok:naked,hyp:tok:burning
98,hyp:tok:n't,hyp:tok:groups,hyp:tok:full,hyp:tok:any
99,pre:tok:some,pre:tok:shoulders,pre:tok:sandals,pre:tok:mcdonald
100,pre:tok:tattoos,pre:tok:church,pre:tok:decorative,hyp:tok:booth
101,hyp:tok:year,hyp:tok:puzzle,hyp:tok:painting,hyp:tok:pile
102,pre:tok:crafts,hyp:tok:unicycle,hyp:tok:buildings,hyp:tok:crowded
103,hyp:tok:snowshoes,pre:tok:shaving,pre:tok:soap,pre:tok:jumped
104,pre:tok:airport,hyp:tok:wares,pre:tok:suit,hyp:tok:chair
105,hyp:tok:popsicle,pre:tok:dead,hyp:tok:singing,hyp:tok:song
106,hyp:tok:band,pre:tok:walked,hyp:tok:bamboo,hyp:tok:classroom
107,hyp:tok:bent,hyp:tok:begins,pre:tok:humans,hyp:tok:sheep
108,hyp:tok:tourists,hyp:tok:jumped,hyp:tok:unicycle,hyp:tok:pots
109,pre:tok:birthday,pre:tok:between,pre:tok:shaving,hyp:tok:each
110,hyp:tok:caught,pre:tok:performers,hyp:tok:sheep,pre:tok:few
111,hyp:tok:snowboarder,hyp:tok:silver,hyp:tok:stay,hyp:tok:cat
112,hyp:tok:case,pre:tok:clothes,hyp:tok:12,hyp:tok:mural
113,hyp:tok:skater,hyp:tok:east,pre:tok:tunnel,hyp:tok:diving
114,hyp:tok:middle,hyp:tok:arena,hyp:tok:stroller,hyp:tok:outer
115,pre:tok:attempting,hyp:tok:lighting,hyp:tok:wineglass,hyp:tok:flip
116,hyp:tok:talks,pre:tok:babies,hyp:tok:mural,hyp:tok:numbers
117,hyp:tok:dock,pre:tok:making,hyp:tok:chatting,hyp:tok:costume
118,pre:tok:word,hyp:tok:bottoms,hyp:tok:numbers,hyp:tok:desert
119,hyp:tok:walmart,hyp:tok:before,hyp:tok:jerseys,pre:tok:wizard
120,hyp:tok:cow,hyp:tok:ears,hyp:tok:around,hyp:tok:played
121,pre:tok:business,hyp:tok:camouflage,hyp:tok:basketball,hyp:tok:chef
122,pre:tok:sister,hyp:tok:clothes,pre:tok:wizard,hyp:tok:surfboard
