,Cluster1,Cluster2,Cluster3,Cluster4
0,pre:tok:army,hyp:tok:animals,pre:tok:beach,pre:tok:helps
1,pre:tok:beach,hyp:tok:blouse,hyp:tok:dog,hyp:tok:people
2,hyp:tok:year,hyp:tok:duck,hyp:tok:cake,hyp:tok:after
3,hyp:tok:field,pre:tok:one,pre:tok:railing,pre:tok:playing
4,pre:tok:kayak,hyp:tok:elder,hyp:tok:sing,hyp:tok:friends
5,pre:tok:course,pre:tok:blond,pre:tok:men,hyp:tok:soccer
6,pre:tok:seat,hyp:tok:grassy,hyp:tok:tan,hyp:tok:curtain
7,hyp:tok:eight,pre:tok:rescue,pre:tok:for,hyp:tok:inside
8,hyp:tok:writing,hyp:tok:produce,pre:tok:relax,hyp:tok:sad
9,hyp:tok:giant,hyp:tok:cooking,hyp:tok:puddle,pre:tok:males
10,pre:tok:form,hyp:tok:weapons,hyp:tok:numbers,pre:tok:liquid
11,hyp:tok:bridal,pre:tok:standing,hyp:tok:trail,pre:tok:while
12,pre:tok:skateboarding,hyp:tok:pizza,pre:tok:turns,pre:tok:running
13,hyp:tok:bottom,hyp:tok:children,hyp:tok:adults,hyp:tok:tv
14,pre:tok:yellow,hyp:tok:desk,hyp:tok:only,hyp:tok:child
15,hyp:tok:fisherman,pre:tok:suspenders,hyp:tok:nothing,hyp:tok:tops
16,pre:tok:three,hyp:tok:steering,hyp:tok:their,hyp:tok:grassy
17,hyp:tok:child,hyp:tok:airport,hyp:tok:bar,pre:tok:girl
18,hyp:tok:fire,hyp:tok:only,hyp:tok:hair,hyp:tok:lane
19,pre:tok:night,hyp:tok:bar,hyp:tok:ocean,hyp:tok:outer
20,hyp:tok:among,pre:tok:shade,hyp:tok:cows,hyp:tok:bamboo
21,pre:tok:girl,hyp:tok:holding,hyp:tok:walked,pre:tok:for
22,pre:tok:group,hyp:tok:piano,pre:tok:are,hyp:tok:desk
23,hyp:tok:pizza,pre:tok:stage,hyp:tok:brown,hyp:tok:kid
24,hyp:tok:instruments,hyp:tok:ocean,pre:tok:races,hyp:tok:mask
25,hyp:tok:maroon,pre:tok:park,hyp:tok:kitchen,hyp:tok:crowded
26,pre:tok:checkered,pre:tok:stunt,pre:tok:large,pre:tok:play
27,hyp:tok:chess,pre:tok:blocking,hyp:tok:upset,hyp:tok:surf
28,hyp:tok:present,hyp:tok:toy,pre:tok:hair,hyp:tok:adults
29,hyp:tok:backpack,hyp:tok:shoot,hyp:tok:bikes,hyp:tok:their
30,hyp:tok:fell,pre:tok:ballet,hyp:tok:creating,hyp:tok:park
31,hyp:tok:lying,hyp:tok:shoveling,pre:tok:sleeps,hyp:tok:cat
32,hyp:tok:bar,pre:tok:field,pre:tok:stool,hyp:tok:piano
33,pre:tok:giant,hyp:tok:bowling,pre:tok:!,pre:tok:park
34,hyp:tok:computer,hyp:tok:protesting,hyp:tok:bowling,hyp:tok:standing
35,hyp:tok:walk,hyp:tok:watched,hyp:tok:while,hyp:tok:naked
36,pre:tok:background,pre:tok:jet,hyp:tok:marathon,hyp:tok:basketball
37,hyp:tok:cows,pre:tok:stringed,hyp:tok:television,hyp:tok:alone
38,hyp:tok:dry,pre:tok:hikers,pre:tok:nose,pre:tok:football
39,pre:tok:younger,hyp:tok:he,pre:tok:meet,pre:tok:walking
40,hyp:tok:pig,hyp:tok:vehicles,hyp:tok:vegetable,hyp:tok:obstacle
41,hyp:tok:'s,pre:tok:from,hyp:tok:happy,hyp:tok:buddhist
42,hyp:tok:sunny,hyp:tok:this,pre:tok:car,hyp:tok:nobody
43,hyp:tok:legs,hyp:tok:teen,hyp:tok:suspended,hyp:tok:hillside
44,hyp:tok:barely,hyp:tok:anything,pre:tok:land,hyp:tok:trying
45,hyp:tok:shoot,hyp:tok:play,pre:tok:skates,hyp:tok:there
46,hyp:tok:wild,hyp:tok:lighting,hyp:tok:pedaling,hyp:tok:blue
47,pre:tok:hanging,hyp:tok:face,hyp:tok:chasing,hyp:tok:has
48,hyp:tok:crying,hyp:tok:chases,hyp:tok:women,pre:tok:gymnasium
49,hyp:tok:has,hyp:tok:stay,pre:tok:tunnel,hyp:tok:near
50,hyp:tok:theater,hyp:tok:milk,hyp:tok:chinese,pre:tok:white
51,pre:tok:hydrant,hyp:tok:smiling,hyp:tok:sunlight,hyp:tok:kite
52,pre:tok:got,hyp:tok:complete,hyp:tok:hats,hyp:tok:driving
53,pre:tok:easter,hyp:tok:5,hyp:tok:6,hyp:tok:human
54,pre:tok:cafe,hyp:tok:funny,hyp:tok:building,hyp:tok:waist
55,hyp:tok:waters,hyp:tok:farmer,pre:tok:snow,pre:tok:-
56,pre:tok:colorful,hyp:tok:mother,hyp:tok:clock,hyp:tok:watched
57,pre:tok:picking,hyp:tok:through,hyp:tok:dogs,pre:tok:hiding
58,hyp:tok:suspended,hyp:tok:skydiving,hyp:tok:boy,hyp:tok:belt
59,hyp:tok:handed,hyp:tok:podium,pre:tok:napping,pre:tok:blue
60,pre:tok:slope,hyp:tok:before,hyp:tok:addressing,hyp:tok:bus
61,hyp:tok:church,pre:tok:soda,pre:tok:clock,hyp:tok:vegetable
62,hyp:tok:identical,pre:tok:wild,hyp:tok:clouds,hyp:tok:indoors
63,pre:tok:us,hyp:tok:straight,hyp:tok:cats,pre:tok:people
64,hyp:tok:laying,pre:tok:person,hyp:tok:formal,pre:tok:knife
65,pre:tok:tunnel,hyp:tok:plays,hyp:tok:wheelchair,hyp:tok:for
66,pre:tok:tv,pre:tok:live,hyp:tok:diving,pre:tok:urban
67,hyp:tok:face,hyp:tok:talk,hyp:tok:doors,pre:tok:red
68,pre:tok:snow,pre:tok:shepherd,hyp:tok:water,hyp:tok:moon
69,hyp:tok:dock,hyp:tok:sandwiches,pre:tok:sandwich,hyp:tok:chair
70,hyp:tok:bed,hyp:tok:left,hyp:tok:straight,pre:tok:his
71,hyp:tok:smiling,hyp:tok:stroller,pre:tok:playground,hyp:tok:swimming
72,hyp:tok:handing,pre:tok:sister,hyp:tok:humans,hyp:tok:laying
73,pre:tok:lemons,hyp:tok:sofa,pre:tok:person,hyp:tok:bicycle
74,hyp:tok:room,hyp:tok:instrument,hyp:tok:wading,hyp:tok:khaki
75,hyp:tok:n't,hyp:tok:coffee,hyp:tok:bath,hyp:tok:some
76,hyp:tok:goal,pre:tok:nutcracker,hyp:tok:sandwiches,hyp:tok:sunlight
77,hyp:tok:object,pre:tok:practice,pre:tok:traveling,hyp:tok:red
78,hyp:tok:new,hyp:tok:falls,hyp:tok:sleep,pre:tok:tables
79,hyp:tok:something,hyp:tok:ball,hyp:tok:sofa,hyp:tok:come
80,hyp:tok:favorite,pre:tok:tee,pre:tok:seems,pre:tok:skiing
81,hyp:tok:above,hyp:tok:jogging,pre:tok:'s,hyp:tok:than
82,pre:tok:jumped,,pre:tok:by,hyp:tok:finished
83,hyp:tok:clouds,,pre:tok:practice,hyp:tok:drives
84,hyp:tok:parked,,hyp:tok:falls,hyp:tok:walking
85,pre:tok:attempting,,pre:tok:asian,hyp:tok:race
86,pre:tok:bat,,pre:tok:wash,hyp:tok:something
87,pre:tok:skate,,pre:tok:students,hyp:tok:boy
88,pre:tok:wild,,hyp:tok:activity,hyp:tok:lake
89,pre:tok:through,,,hyp:tok:hoops
90,hyp:tok:hardware,,,pre:tok:water
91,pre:tok:biker,,,hyp:tok:bathtub
92,hyp:tok:black,,,hyp:tok:nap
93,hyp:tok:lap,,,hyp:tok:paddles
94,pre:tok:scale,,,pre:tok:skyline
95,hyp:tok:festival,,,hyp:tok:last
96,pre:tok:suit,,,hyp:tok:guitars
97,hyp:tok:push,,,pre:tok:front
98,pre:tok:stand,,,pre:tok:popsicle
99,pre:tok:book,,,hyp:tok:her
100,hyp:tok:dance,,,hyp:tok:rocky
101,hyp:tok:son,,,hyp:tok:woman
102,pre:tok:flowered,,,hyp:tok:uniformed
103,hyp:tok:drums,,,pre:tok:yarn
104,pre:tok:sits,,,pre:tok:than
105,pre:tok:dead,,,hyp:tok:wrapped
106,hyp:tok:they,,,pre:tok:dress
107,hyp:tok:chicken,,,hyp:tok:sport
108,pre:tok:up,,,hyp:tok:bandanna
109,pre:tok:produce,,,pre:tok:injured
110,pre:tok:courtyard,,,pre:tok:street
111,pre:tok:too,,,hyp:tok:not
112,hyp:tok:suv,,,hyp:tok:moving
113,hyp:tok:jumping,,,hyp:tok:tall
114,pre:tok:climbs,,,pre:tok:outside
115,hyp:tok:sister,,,hyp:tok:couch
116,hyp:tok:bus,,,pre:tok:nutcracker
117,,,,hyp:tok:his
118,,,,hyp:tok:person
119,,,,hyp:tok:mower
120,,,,pre:tok:images
121,,,,pre:tok:few
122,,,,pre:tok:as
123,,,,hyp:tok:free
124,,,,pre:tok:pumpkin
125,,,,hyp:tok:nine
126,,,,pre:tok:shoot
