,Cluster1,Cluster2,Cluster3,Cluster4
0,hyp:tok:walking,hyp:tok:walking,hyp:tok:falls,hyp:tok:japanese
1,pre:tok:stand,pre:tok:protecting,hyp:tok:chatting,hyp:tok:swimsuit
2,hyp:tok:ground,hyp:tok:watching,hyp:tok:japanese,hyp:tok:walking
3,hyp:tok:watching,hyp:tok:surfing,hyp:tok:swimsuit,pre:tok:background
4,hyp:tok:surfing,hyp:tok:tutu,hyp:tok:walking,hyp:tok:group
5,pre:tok:enter,pre:tok:best,hyp:tok:jean,hyp:tok:cuts
6,pre:tok:thinking,hyp:tok:tips,hyp:tok:formal,pre:tok:park
7,pre:tok:surfing,pre:tok:thinking,hyp:tok:around,hyp:tok:beach
8,hyp:tok:suv,pre:tok:surfing,hyp:tok:beach,pre:tok:courtyard
9,pre:tok:doctors,hyp:tok:stay,hyp:tok:pool,hyp:tok:harnesses
10,hyp:tok:moon,pre:tok:dead,pre:tok:flowers,hyp:tok:tutu
11,hyp:tok:though,hyp:tok:though,pre:tok:diner,pre:tok:mall
12,pre:tok:dead,pre:tok:style,hyp:tok:sleep,pre:tok:wet
13,hyp:tok:grill,hyp:tok:couch,pre:tok:!,hyp:tok:sunny
14,hyp:tok:couch,pre:tok:riding,pre:tok:thinking,hyp:tok:boy
15,pre:tok:riding,hyp:tok:running,hyp:tok:empty,pre:tok:glasses
16,hyp:tok:running,hyp:tok:left,hyp:tok:dishes,hyp:tok:moon
17,pre:tok:studio,hyp:tok:park,pre:tok:doctors,pre:tok:girl
18,hyp:tok:park,hyp:tok:tools,pre:tok:fly,hyp:tok:'s
19,hyp:tok:tie,hyp:tok:chain,hyp:tok:moon,hyp:tok:no
20,pre:tok:apartment,hyp:tok:cooking,pre:tok:girl,pre:tok:only
21,hyp:tok:wooden,pre:tok:artwork,hyp:tok:no,hyp:tok:piano
22,pre:tok:wares,hyp:tok:stream,hyp:tok:hair,hyp:tok:couch
23,pre:tok:living,hyp:tok:activity,hyp:tok:stay,hyp:tok:hugging
24,hyp:tok:caught,hyp:tok:bed,hyp:tok:brothers,pre:tok:-
25,pre:tok:snowman,pre:tok:lay,pre:tok:dead,hyp:tok:bus
26,hyp:tok:cardboard,pre:tok:dog,hyp:tok:pulled,hyp:tok:running
27,hyp:tok:band,hyp:tok:down,hyp:tok:cows,pre:tok:shooting
28,hyp:tok:activity,hyp:tok:competition,pre:tok:army,hyp:tok:sport
29,hyp:tok:marathon,hyp:tok:nap,hyp:tok:cake,hyp:tok:cat
30,pre:tok:looking,pre:tok:golden,pre:tok:napping,hyp:tok:park
31,hyp:tok:bed,hyp:tok:group,hyp:tok:couch,pre:tok:benches
32,hyp:tok:getting,hyp:tok:pool,hyp:tok:bus,hyp:tok:butterfly
33,hyp:tok:neck,pre:tok:duck,hyp:tok:running,pre:tok:pumpkin
34,pre:tok:dog,hyp:tok:barbecue,hyp:tok:seated,hyp:tok:numbers
35,hyp:tok:soap,hyp:tok:empty,pre:tok:shooting,hyp:tok:blue
36,hyp:tok:crying,hyp:tok:rolled,hyp:tok:sport,pre:tok:shirt
37,pre:tok:shoot,pre:tok:girl,hyp:tok:pipes,hyp:tok:each
38,pre:tok:ceremony,hyp:tok:no,hyp:tok:bride,hyp:tok:something
39,hyp:tok:down,hyp:tok:pulled,pre:tok:pie,hyp:tok:stream
40,pre:tok:farmer,pre:tok:muddy,hyp:tok:professional,pre:tok:preschool
41,hyp:tok:group,pre:tok:napping,pre:tok:humans,hyp:tok:marathon
42,hyp:tok:photographers,hyp:tok:saw,hyp:tok:tools,hyp:tok:flip
43,hyp:tok:referee,hyp:tok:piano,pre:tok:by,hyp:tok:near
44,hyp:tok:pool,pre:tok:-,pre:tok:pumpkin,hyp:tok:some
45,hyp:tok:lying,hyp:tok:cheerleading,hyp:tok:from,pre:tok:urban
46,hyp:tok:empty,hyp:tok:professional,hyp:tok:numbers,pre:tok:dog
47,hyp:tok:i,hyp:tok:coffee,hyp:tok:coffee,pre:tok:through
48,pre:tok:girl,hyp:tok:backpack,hyp:tok:stroll,pre:tok:shoot
49,hyp:tok:'s,hyp:tok:some,hyp:tok:something,hyp:tok:visiting
50,hyp:tok:no,hyp:tok:near,pre:tok:shirt,pre:tok:boardwalk
51,hyp:tok:above,hyp:tok:multiple,hyp:tok:carving,hyp:tok:laying
52,hyp:tok:underneath,hyp:tok:mother,hyp:tok:street,hyp:tok:bandanna
53,pre:tok:fight,pre:tok:woman,hyp:tok:activity,pre:tok:cats
54,hyp:tok:saw,hyp:tok:falls,hyp:tok:eight,pre:tok:shelter
55,pre:tok:-,hyp:tok:stool,hyp:tok:cats,pre:tok:woman
56,hyp:tok:seated,hyp:tok:bedroom,hyp:tok:marathon,hyp:tok:nap
57,hyp:tok:coffee,hyp:tok:anything,hyp:tok:near,hyp:tok:khaki
58,hyp:tok:professional,pre:tok:park,hyp:tok:steering,
59,hyp:tok:pants,hyp:tok:microscope,pre:tok:practice,
60,hyp:tok:terrain,pre:tok:courtyard,pre:tok:looking,
61,hyp:tok:bottom,pre:tok:army,hyp:tok:bed,
62,hyp:tok:shoe,pre:tok:by,pre:tok:happy,
63,hyp:tok:backpack,hyp:tok:butterfly,pre:tok:dog,
64,hyp:tok:some,pre:tok:swimming,pre:tok:ceremony,
65,pre:tok:woman,pre:tok:jet,pre:tok:shoot,
66,pre:tok:background,hyp:tok:tag,hyp:tok:buggy,
67,hyp:tok:bedroom,hyp:tok:two,hyp:tok:fetch,
68,pre:tok:courtyard,pre:tok:shirt,hyp:tok:hats,
69,hyp:tok:legs,hyp:tok:street,hyp:tok:cat,
70,hyp:tok:sunny,hyp:tok:shopping,pre:tok:neighborhood,
71,hyp:tok:dishes,hyp:tok:steering,pre:tok:tunnel,
72,hyp:tok:too,pre:tok:tunnel,pre:tok:woman,
73,hyp:tok:apartment,hyp:tok:swimsuit,hyp:tok:down,
74,pre:tok:up,hyp:tok:formal,hyp:tok:nap,
75,pre:tok:army,hyp:tok:beach,hyp:tok:boy,
76,pre:tok:checks,pre:tok:mall,,
77,hyp:tok:scarves,hyp:tok:sleep,,
78,pre:tok:by,pre:tok:hang,,
79,pre:tok:swimming,pre:tok:n't,,
80,pre:tok:pumpkin,hyp:tok:shooting,,
81,hyp:tok:two,hyp:tok:poor,,
82,pre:tok:shirt,pre:tok:sits,,
83,pre:tok:curb,pre:tok:fly,,
84,hyp:tok:shade,pre:tok:ballet,,
85,hyp:tok:eight,hyp:tok:pub,,
86,hyp:tok:steering,pre:tok:elephant,,
87,hyp:tok:shopping,hyp:tok:bus,,
88,hyp:tok:gymnasium,hyp:tok:sleeved,,
89,pre:tok:washes,hyp:tok:cat,,
90,pre:tok:antique,pre:tok:dump,,
91,hyp:tok:laying,hyp:tok:blue,,
92,pre:tok:little,pre:tok:near,,
93,pre:tok:tunnel,hyp:tok:dinner,,
94,hyp:tok:hiding,pre:tok:practice,,
95,hyp:tok:countryside,hyp:tok:fetch,,
96,hyp:tok:pillow,hyp:tok:hats,,
97,pre:tok:dogs,,,
98,pre:tok:reads,,,
99,pre:tok:picker,,,
100,hyp:tok:suit,,,
101,hyp:tok:walk,,,
102,hyp:tok:furniture,,,
103,hyp:tok:sleep,,,
104,pre:tok:hang,,,
105,pre:tok:sits,,,
106,hyp:tok:passed,,,
107,hyp:tok:cows,,,
108,pre:tok:skateboarder,,,
109,hyp:tok:cameras,,,
110,hyp:tok:pub,,,
111,hyp:tok:bus,,,
112,hyp:tok:cat,,,
113,hyp:tok:sport,,,
114,hyp:tok:golden,,,
115,hyp:tok:blue,,,
116,pre:tok:near,,,
117,hyp:tok:something,,,
118,hyp:tok:dinner,,,
119,hyp:tok:dance,,,
120,hyp:tok:cats,,,
121,hyp:tok:fire,,,
122,pre:tok:through,,,
